City,Province,Year,Boys_Enrolled,Girls_Enrolled,Gender_parity_score,%_Complete_Primary_Schools,Complete_Primary_Schools,%_Primary_Schools_with_single_classroom,Primary_Schools_with_single_classroom,Number_of_primary_schools_as_%_of_total_schools,Number_of_primary_schools,%_Primary_Schools_with_single_teacher,Primary_Schools_with_single_teacher,Number_of_secondary_schools_as_%_of_total_schools,Number_of_secondary_schools,Total_number_of_schools,Population,Area ,Boundary_wall,Building_condition_satisfactory,Drinking_water,Toilet,Electricity,"Boundary wall, Building condition satisfactory, Drinking water and 2 more (clusters)",School_infrastructure_score,Education_score,Learning_score,Enrolment_score,Retention_score,Educational_Budget_Spend_of_GDP,Pakistan_Economic_Growth,Bomb_Blasts_Occurred,Drone_attacks_in_Pakistan,Terrorist_Attacks_Affectees,Global_Terrorism_Index_Pakistan
Bagh,AJK,2013,0.5477,0.4523,0.825817053,0.936599424,325,0.034582133,12,0.577371048,347,0.028818444,10,0.422628952,254,601,351415,768,15.58073654,30.02832861,30.87818697,37.39376771,10.76487252,Cluster 1,24.92917847,64.89409293,67.8,81.75,14.8,2.59,0.037,41,24,5379,9.07
Bhimber,AJK,2013,0.625,0.375,0.6,0.594202899,246,0.359903382,149,0.695798319,414,0.04589372,19,0.304201681,181,595,301633,1516,25.28473804,48.51936219,30.523918,20.72892939,19.36218679,Cluster 1,28.88382688,74.48360991,54.9,80.33333333,75.2,2.59,0.037,41,24,5379,9.07
Hattian,AJK,2013,0.8663,0.1337,0.154334526,0.9390681,262,0.021505376,6,0.736147757,279,0.039426523,11,0.263852243,100,379,,,7.971014493,13.76811594,39.13043478,43.84057971,7.608695652,Cluster 1,22.46376812,47.57908416,48.2,78.75,,2.59,0.037,41,24,5379,9.07
Haveli,AJK,2013,0.6077,0.3923,0.645548791,0.827225131,158,0.041884817,8,0.729007634,191,0.130890052,25,0.270992366,71,262,150000,600,3.20855615,6.417112299,27.80748663,26.20320856,1.604278075,Cluster 1,13.04812834,53.02104197,42.1,80.75,,2.59,0.037,41,24,5379,9.07
Kotli,AJK,2013,0.6075,0.3925,0.646090535,0.592348285,449,0.346965699,263,0.731660232,758,0.060686016,46,0.268339768,278,1036,834094,2162,11.33069829,47.16732543,17.12779974,14.88801054,10.40843215,Cluster 1,20.18445323,69.42839506,36.43333333,78.83333333,73.2,2.59,0.037,41,24,5379,9.07
Mirpur,AJK,2013,0.5848,0.4152,0.70998632,0.582191781,255,0.173515982,76,0.706451613,438,0.244292237,107,0.293548387,182,620,754482,2310,61.07055961,67.63990268,43.30900243,33.57664234,50.60827251,Cluster 1,51.24087591,71.77102051,47.53333333,76.83333333,71.2,2.59,0.037,41,24,5379,9.07
Muzaffarabad,AJK,2013,0.6836,0.3164,0.462843768,0.940717629,603,0.026521061,17,0.718609865,641,0.03276131,21,0.281390135,251,892,638973,2496,18.16770186,20.65217391,33.38509317,40.83850932,7.298136646,Cluster 1,24.06832298,55.98838988,50.4,77.91666667,14,2.59,0.037,41,24,5379,9.07
Neelum,AJK,2013,0.8078,0.1922,0.237930181,0.737327189,160,0.184331797,40,0.777777778,217,0.078341014,17,0.222222222,62,279,,,13.48837209,29.76744186,44.65116279,42.79069767,4.651162791,Cluster 1,27.06976744,67.31347325,55.36666667,74.66666667,70,2.59,0.037,41,24,5379,9.07
Poonch,AJK,2013,0.626,0.374,0.597444089,0.846975089,476,0.112099644,63,0.679564692,562,0.040925267,23,0.320435308,265,827,411035,855,4.416961131,17.66784452,9.893992933,15.19434629,1.413427562,Cluster 1,9.717314488,82.93829677,77.6,78.75,88,2.59,0.037,41,24,5379,9.07
Sudhnutti,AJK,2013,0.5787,0.4213,0.728011059,0.707042254,251,0.225352113,80,0.718623482,355,0.067605634,24,0.281376518,139,494,204091,569,3.125,61.64772727,8.806818182,8.522727273,1.136363636,Cluster 1,16.64772727,74.76496119,42,79.33333333,85.6,2.59,0.037,41,24,5379,9.07
Awaran,Balochistan,2013,1,,0,0.239631336,52,0.188940092,41,0.812734082,217,0.571428571,124,0.187265918,50,267,118173,12510,41.50943396,5.660377358,54.71698113,11.79245283,0.943396226,Cluster 1,22.9245283,47.97837621,22.45,85,37.6,2.59,0.037,41,24,5379,9.07
Barkhan,Balochistan,2013,0.8821,0.1179,0.133658315,,,0.394316163,222,0.924466338,563,0.811722913,457,0.075533662,46,609,103545,3514,31.17338004,31.52364273,64.44833625,1.576182137,16.46234676,Cluster 1,29.03677758,43.24068464,18.775,30,62.4,2.59,0.037,41,24,5379,9.07
Chaghi,Balochistan,2013,0.8041,0.1959,0.243626415,0.342723005,73,0.122065728,26,0.825581395,213,0.535211268,114,0.174418605,45,258,300000,44748,46.9072165,5.670103093,100,28.86597938,6.18556701,Cluster 1,37.5257732,52.74691512,31.1,47.5,62.8,2.59,0.037,41,24,5379,9.07
Dera Bugti,Balochistan,2013,1,,0,0.612244898,180,0.227891156,67,0.825842697,294,0.159863946,47,0.174157303,62,356,181310,10160,11.07142857,5.357142857,78.92857143,2.857142857,4.285714286,Cluster 1,20.5,25.72298774,16,16.66666667,25.6,2.59,0.037,41,24,5379,9.07
Gwadar,Balochistan,2013,0.8259,0.1741,0.210800339,0.244239631,53,0.230414747,50,0.794871795,217,0.525345622,114,0.205128205,56,273,185498,12637,35.71428571,9.047619048,77.14285714,35.71428571,37.61904762,Cluster 1,39.04761905,58.85270358,50,80,38,2.59,0.037,41,24,5379,9.07
Harnai,Balochistan,2013,0.7475,0.2525,0.337792642,0.280821918,41,0.143835616,21,0.863905325,146,0.575342466,84,0.136094675,23,169,140000,4096,11.25827815,17.21854305,96.02649007,34.43708609,9.933774834,Cluster 1,33.77483444,65.60324021,53.9,81.66666667,51.6,2.59,0.037,41,24,5379,9.07
Jaffarabad,Balochistan,2013,0.7961,0.2039,0.256123603,0.142857143,71,0.187122736,93,0.878091873,497,0.670020121,333,0.121908127,69,566,432817,2445,18.96135266,7.850241546,78.74396135,2.173913043,19.56521739,Cluster 1,25.4589372,52.53404086,53.175,44.16666667,42.4,2.59,0.037,41,24,5379,9.07
Jhal Magsi,Balochistan,2013,0.9221,0.0779,0.084481076,0.194331984,48,0.198380567,49,0.831649832,247,0.607287449,150,0.168350168,50,297,109941,3615,22.17573222,4.60251046,100,7.949790795,6.276150628,Cluster 1,28.20083682,66.4799318,50.125,80,78,2.59,0.037,41,24,5379,9.07
Kachhi,Balochistan,2013,1,,0,0.225063939,88,0.350383632,137,0.863134658,391,0.42455243,166,0.136865342,62,453,288056,7499,20.75471698,5.39083558,77.35849057,4.582210243,22.91105121,Cluster 1,26.19946092,46.83749952,45,75.83333333,17.6,2.59,0.037,41,24,5379,9.07
Kalat,Balochistan,2013,0.6295,0.3705,0.588562351,0.228070175,91,0.280701754,112,0.836477987,399,0.49122807,196,0.163522013,78,477,237834,6622,38.99204244,9.549071618,82.22811671,23.60742706,7.692307692,Cluster 1,32.4137931,59.2797014,31.5,84.16666667,34.4,2.59,0.037,41,24,5379,9.07
Kech,Balochistan,2013,0.7425,0.2575,0.346801347,0.442913386,225,0.206692913,105,0.765060241,508,0.350393701,178,0.234939759,156,664,413204,22539,35.67010309,14.84536083,49.07216495,28.24742268,23.09278351,Cluster 1,30.18556701,59.08943978,50.375,65.83333333,44.4,2.59,0.037,41,24,5379,9.07
Kharan,Balochistan,2013,0.7153,0.2847,0.398014819,0.054644809,10,0.295081967,54,0.788793103,183,0.650273224,119,0.211206897,49,232,132500,8958,18.28571429,20.57142857,44,5.142857143,8.571428571,Cluster 1,19.31428571,52.4012606,29,73.33333333,28.8,2.59,0.037,41,24,5379,9.07
Khuzdar,Balochistan,2013,0.6248,0.3752,0.600512164,0.321711569,203,0.17274168,109,0.869146006,631,0.505546751,319,0.130853994,95,726,417466,35380,30.05181347,14.33506045,70.63903282,21.24352332,14.16234888,Cluster 1,30.08635579,50.99339044,16.125,78.33333333,22,2.59,0.037,41,24,5379,9.07
Killa Abdullah,Balochistan,2013,1,,0,0.194063927,85,0.235159817,103,0.857142857,438,0.570776256,250,0.142857143,73,511,370269,3293,38.84892086,23.02158273,41.2470024,18.46522782,15.10791367,Cluster 1,27.3381295,40.7938047,35.125,78.33333333,18.8,2.59,0.037,41,24,5379,9.07
Killa Saifullah,Balochistan,2013,1,,0,0.03142329,17,0.336414048,182,0.892739274,541,0.632162662,342,0.107260726,65,606,193553,6831,30.52434457,21.16104869,47.75280899,19.85018727,23.97003745,Cluster 1,28.65168539,51.1882835,48.3,44.16666667,65.6,2.59,0.037,41,24,5379,9.07
Kohlu,Balochistan,2013,1,,0,,,0.202970297,82,0.905829596,404,0.824257426,333,0.094170404,42,446,99846,7610,16.84491979,25.93582888,43.31550802,2.941176471,14.70588235,Cluster 1,20.7486631,34.45605427,14.825,41.66666667,44,2.59,0.037,41,24,5379,9.07
Lasbela,Balochistan,2013,0.8187,0.1813,0.221448638,0.362934363,188,0.185328185,96,0.854785479,518,0.451737452,234,0.145214521,88,606,312695,15153,22.61410788,6.846473029,78.63070539,18.67219917,9.336099585,Cluster 1,27.21991701,43.38371375,19.075,48.33333333,38,2.59,0.037,41,24,5379,9.07
Loralai,Balochistan,2013,0.6458,0.3542,0.548467018,,,0.409657321,263,0.887966805,642,0.660436137,424,0.112033195,81,723,295555,9830,39.25081433,3.583061889,54.56026059,13.84364821,50.6514658,Cluster 1,32.37785016,39.7054179,17.5,27.5,28.4,2.59,0.037,41,24,5379,9.07
Mastung,Balochistan,2013,0.8852,0.1148,0.129688206,0.392739274,119,0.165016502,50,0.801587302,303,0.442244224,134,0.198412698,75,378,179784,5896,47.82608696,23.7458194,90.96989967,25.4180602,8.695652174,Cluster 1,39.33110368,52.92252195,22.075,93.33333333,34.8,2.59,0.037,41,24,5379,9.07
Musakhail,Balochistan,2013,0.9033,0.0967,0.107051921,,,0.378787879,100,0.868421053,264,0.78030303,206,0.131578947,40,304,134056,5728,29.296875,9.375,89.0625,16.796875,0.390625,Cluster 1,28.984375,31.51232506,32.775,20,13.6,2.59,0.037,41,24,5379,9.07
Nasirabad,Balochistan,2013,1,,0,,,0.35619469,161,0.88976378,452,0.685840708,310,0.11023622,56,508,245894,3387,24.58628842,2.600472813,81.56028369,2.836879433,35.69739953,Cluster 1,29.45626478,44.71957697,58.975,44.16666667,30,2.59,0.037,41,24,5379,9.07
Nushki,Balochistan,2013,0.6719,0.3281,0.488316714,0.524096386,87,0.078313253,13,0.697478992,166,0.397590361,66,0.302521008,72,238,137500,5797,52.63157895,3.289473684,53.28947368,44.73684211,26.31578947,Cluster 1,36.05263158,51.42452223,24.425,51.66666667,46.8,2.59,0.037,41,24,5379,9.07
Panjgur,Balochistan,2013,0.817,0.183,0.223990208,0.595611285,190,0.103448276,33,0.811704835,319,0.300940439,96,0.188295165,74,393,234051,16891,32.01438849,17.62589928,93.52517986,15.10791367,7.194244604,Cluster 1,33.09352518,50.97086882,32.75,70.83333333,32,2.59,0.037,41,24,5379,9.07
Pishin,Balochistan,2013,0.7783,0.2217,0.2848516,0.145102781,120,0.338573156,280,0.838742394,827,0.516324063,427,0.161257606,159,986,367183,7819,28.85638298,12.63297872,95.07978723,16.09042553,8.510638298,Cluster 1,32.23404255,52.53933306,29.025,84.16666667,24.8,2.59,0.037,41,24,5379,9.07
Quetta,Balochistan,2013,0.6334,0.3666,0.578781181,0.751282051,293,0.094871795,37,0.681818182,390,0.153846154,60,0.318181818,182,572,744802,2653,59.9009901,12.12871287,94.05940594,32.67326733,23.01980198,Cluster 1,44.35643564,66.32943455,52.025,85.83333333,40.8,2.59,0.037,41,24,5379,9.07
Sherani,Balochistan,2013,1,,0,0.012195122,2,0.237804878,39,0.891304348,164,0.75,123,0.108695652,20,184,,,25.92592593,25.30864198,90.12345679,22.22222222,10.49382716,Cluster 1,34.81481482,45.7923763,27.075,82.5,24.8,2.59,0.037,41,24,5379,9.07
Sibi,Balochistan,2013,0.5616,0.4384,0.780626781,0.368932039,76,0.276699029,57,0.78030303,206,0.354368932,73,0.21969697,58,264,180398,7796,3.398058252,1.941747573,85.4368932,23.78640777,22.81553398,Cluster 1,27.47572816,61.37035489,26.775,81.66666667,43.2,2.59,0.037,41,24,5379,9.07
Washuk,Balochistan,2013,0.7493,0.2507,0.33457894,0.174193548,27,0.2,31,0.824468085,155,0.625806452,97,0.175531915,33,188,118171,29510,18.11594203,41.30434783,39.85507246,7.971014493,4.347826087,Cluster 1,22.31884058,48.93434085,16.5,74.16666667,30,2.59,0.037,41,24,5379,9.07
Zhob,Balochistan,2013,0.7893,0.2107,0.266945395,0.152027027,45,0.165540541,49,0.848137536,296,0.682432432,202,0.151862464,53,349,275142,20297,1.766784452,7.77385159,80.91872792,10.60070671,15.90106007,Cluster 1,23.39222615,39.63466145,15.1,49.16666667,23.2,2.59,0.037,41,24,5379,9.07
Ziarat,Balochistan,2013,0.7537,0.2463,0.326787847,0.178082192,39,0.296803653,65,0.829545455,219,0.525114155,115,0.170454545,45,264,33340,1489,42.34234234,17.56756757,17.11711712,22.52252252,4.504504505,Cluster 1,20.81081081,56.07938624,38.45,70.83333333,40.4,2.59,0.037,41,24,5379,9.07
Bajaur Agency,FATA,2013,0.942,0.058,0.061571125,0.908560311,467,0.007782101,4,0.856666667,514,0.083657588,43,0.143333333,86,600,,,45.71948998,14.38979964,24.95446266,27.32240437,30.78324226,Cluster 1,28.63387978,48.80876286,52.5,67.33333333,19.6,2.59,0.037,41,24,5379,9.07
FR Bannu,FATA,2013,0.6959,0.3041,0.436988073,0.917378917,322,,,0.851941748,351,0.082621083,29,0.148058252,61,412,675667,1227,82.20858896,1.840490798,56.44171779,54.60122699,62.26993865,Cluster 1,51.47239264,54.34318549,50.83333333,51.33333333,34.8,2.59,0.037,41,24,5379,9.07
FR DI Khan,FATA,2013,1,,0,0.886363636,117,0.015151515,2,0.851612903,132,0.098484848,13,0.148387097,23,155,,,59.01639344,40.16393443,45.90163934,50,27.86885246,Cluster 1,44.59016393,27.99426986,18.76666667,33.33333333,23.6,2.59,0.037,41,24,5379,9.07
FR Kohat,FATA,2013,1,,0,0.945578231,139,0.020408163,3,0.794594595,147,0.034013605,5,0.205405405,38,185,,,82.75862069,6.896551724,44.82758621,43.96551724,53.44827586,Cluster 1,46.37931035,15.21173022,,,38,2.59,0.037,41,24,5379,9.07
FR Lakki Marwat,FATA,2013,0.6375,0.3625,0.568627451,0.979166667,94,,,0.834782609,96,0.020833333,2,0.165217391,19,115,,,79.76190476,3.571428571,23.80952381,39.28571429,15.47619048,Cluster 1,32.38095238,51.07868957,36.63333333,45.83333333,35.6,2.59,0.037,41,24,5379,9.07
FR Peshawar,FATA,2013,0.8079,0.1921,0.237776953,0.953333333,143,0.013333333,2,0.824175824,150,0.033333333,5,0.175824176,32,182,,,84.375,23.4375,63.28125,57.03125,50.78125,Cluster 2,55.78125,49.36050262,16.63333333,76,35.6,2.59,0.037,41,24,5379,9.07
FR Tank,FATA,2013,0.8797,0.1203,0.136751165,0.830687831,157,0.026455026,5,0.828947368,189,0.142857143,27,0.171052632,39,228,,,60.24844721,29.19254658,44.09937888,53.41614907,29.8136646,Cluster 1,43.35403727,51.88333333,25.2,73.5,46.8,2.59,0.037,41,24,5379,9.07
Khyber Agency,FATA,2013,0.758,0.242,0.319261214,0.913043478,588,0.00621118,4,0.878581173,644,0.080745342,52,0.121418827,89,733,,,57.7746077,10.84165478,3.138373752,38.51640514,17.83166904,Cluster 1,25.62054208,48.56717209,36.3,74.16666667,9.6,2.59,0.037,41,24,5379,9.07
Kurram Agency,FATA,2013,0.9255,0.0745,0.080497029,0.906614786,466,0.009727626,5,0.829032258,514,0.083657588,43,0.170967742,106,620,,,37.65957447,34.46808511,41.70212766,34.89361702,44.68085106,Cluster 1,38.68085106,15.36194353,,,4,2.59,0.037,41,24,5379,9.07
Mohmand Agency,FATA,2013,0.6693,0.3307,0.494098312,0.953535354,472,0.002020202,1,0.831932773,495,0.044444444,22,0.168067227,100,595,,,44.14784394,7.186858316,28.33675565,30.39014374,31.41683778,Cluster 1,28.29568789,49.36685843,28.66666667,67.33333333,18.4,2.59,0.037,41,24,5379,9.07
North Waziristan Agency,FATA,2013,0.867,0.133,0.153402537,0.839416058,690,0.077858881,64,0.868004224,822,0.082725061,68,0.131995776,125,947,,,61.23521682,19.57950066,58.21287779,49.67148489,62.54927727,Cluster 1,50.24967149,26.32483314,,,42,2.59,0.037,41,24,5379,9.07
Orakzai Agency,FATA,2013,0.7879,0.2121,0.269196599,0.937209302,403,0.018604651,8,0.866935484,430,0.044186047,19,0.133064516,66,496,,,40.86538462,32.93269231,14.42307692,16.10576923,24.03846154,Cluster 1,25.67307692,49.89785202,51,74.58333333,2.8,2.59,0.037,41,24,5379,9.07
South Waziristan Agency,FATA,2013,1,,0,0.917460317,578,0.015873016,10,0.847913863,630,0.066666667,42,0.152086137,113,743,,,38.53383459,3.195488722,17.85714286,26.87969925,23.12030075,Cluster 1,21.91729323,8.728725034,,,,2.59,0.037,41,24,5379,9.07
Astor,GB,2013,1,,0,0.65625,42,0.03125,2,0.547008547,64,0.3125,20,0.452991453,53,117,,,15.65217391,20.86956522,28.69565217,37.39130435,6.956521739,Cluster 1,21.91304348,44.47871682,62.93333333,69.41666667,,2.59,0.037,41,24,5379,9.07
Diamir,GB,2013,1,,0,,,0.378640777,78,0.861924686,206,0.67961165,140,0.138075314,33,239,,,5.97826087,9.239130435,2.717391304,16.84782609,2.717391304,Cluster 1,7.5,36.56425367,61.06666667,30.41666667,25.2,2.59,0.037,41,24,5379,9.07
Ghanchi,GB,2013,0.6039,0.3961,0.655903295,0.805970149,54,,,0.482014388,67,0.194029851,13,0.517985612,72,139,88366,6400,49.47368421,22.10526316,32.10526316,60.52631579,46.31578947,Cluster 1,42.10526316,75.99844887,54.36666667,72.41666667,87.6,2.59,0.037,41,24,5379,9.07
Ghizer,GB,2013,0.8919,0.1081,0.121201928,0.728813559,43,,,0.51754386,59,0.271186441,16,0.48245614,55,114,120218,9635,29.83425414,38.67403315,49.72375691,37.01657459,3.314917127,Cluster 1,31.71270718,48.02823364,61.46666667,69.83333333,,2.59,0.037,41,24,5379,9.07
Gilgit,GB,2013,0.6014,0.3986,0.662786831,0.818181818,63,0.012987013,1,0.542253521,77,0.168831169,13,0.457746479,65,142,243324,3800,50,17.1641791,52.98507463,25.37313433,1.492537313,Cluster 1,29.40298508,76.96806356,63.8,79.41666667,74.8,2.59,0.037,41,24,5379,9.07
Hunza Nagar,GB,2013,0.687,0.313,0.455604076,0.926829268,38,,,0.414141414,41,0.073170732,3,0.585858586,58,99,,15700,47.82608696,17.39130435,64.13043478,56.52173913,64.13043478,Cluster 1,50,78.48257621,55.13333333,77.5,100,2.59,0.037,41,24,5379,9.07
Skardu,GB,2013,0.7934,0.2066,0.260398286,0.713780919,202,0.017667845,5,0.665882353,283,0.268551237,76,0.334117647,142,425,214848,15000,13.02211302,13.02211302,23.58722359,25.30712531,23.0958231,Cluster 1,19.60687961,64.77776071,62.03333333,74.41666667,52,2.59,0.037,41,24,5379,9.07
Islamabad,ICT,2013,0.556,0.444,0.798561151,0.994764398,190,0.005235602,1,0.488491049,191,,,0.511508951,200,391,1829180,906,,,98,97,97,Cluster 2,97.25,82.6695901,62.775,97.5,76,2.59,0.037,41,24,5379,9.07
Abbottabad,KP,2013,0.5597,0.4403,0.786671431,0.63282795,960,0.177323665,269,0.830777656,1517,0.189848385,288,0.169222344,309,1826,880666,1967,49.90571967,70.27027027,60.02514142,64.0477687,28.59836581,Cluster 1,54.56945317,74.61918625,46.05,90,68.4,2.59,0.037,41,24,5379,9.07
Bannu,KP,2013,0.7276,0.2724,0.374381528,0.634894992,786,0.085621971,106,0.826987308,1238,0.279483037,346,0.173012692,259,1497,,,92.02401372,51.37221269,94.08233276,92.53859348,93.567753,Cluster 2,84.71698113,59.55404525,44.175,70,46.8,2.59,0.037,41,24,5379,9.07
Batagram,KP,2013,0.7698,0.2302,0.299038711,0.479395604,349,0.309065934,225,0.891064871,728,0.211538462,154,0.108935129,89,817,307278,1301,26.83982684,11.68831169,23.80952381,42.71284271,8.225108225,Cluster 1,22.65512266,54.39568802,33.7,81.66666667,29.2,2.59,0.037,41,24,5379,9.07
Buner,KP,2013,0.7811,0.2189,0.280245807,0.742301459,458,0.084278768,52,0.789002558,617,0.173419773,107,0.210997442,165,782,506048,1865,78.24620573,53.45699831,62.39460371,78.58347386,43.17032041,Cluster 2,63.17032041,61.1974605,32,72.5,68.4,2.59,0.037,41,24,5379,9.07
Charsadda,KP,2013,0.7517,0.2483,0.330317946,0.873126873,874,0.026973027,27,0.817810458,1001,0.0999001,100,0.182189542,223,1224,1022364,996,95.9752322,53.45717234,95.25283798,94.11764706,75.12899897,Cluster 2,82.78637771,64.74502088,58.85,72.5,52.8,2.59,0.037,41,24,5379,9.07
Chitral,KP,2013,0.7198,0.2802,0.389274799,0.426829268,280,0.254573171,167,0.800976801,656,0.318597561,209,0.199023199,163,819,318689,14850,57.74647887,37.2456964,72.30046948,67.13615024,35.36776213,Cluster 1,53.95931142,77.42255432,55.575,92.5,83.6,2.59,0.037,41,24,5379,9.07
Dera Ismail Khan,KP,2013,0.837,0.163,0.19474313,0.728375101,901,0.09135004,113,0.78340722,1237,0.180274859,223,0.21659278,342,1579,852995,7326,71.91103789,42.25700165,68.45140033,75.12355848,52.22405272,Cluster 2,61.99341021,50.96842034,38.275,52.5,46.8,2.59,0.037,41,24,5379,9.07
Hangu,KP,2013,0.8753,0.1247,0.14246544,0.655487805,215,0.100609756,33,0.82,328,0.243902439,80,0.18,72,400,614529,1597,86.0841424,35.9223301,69.90291262,85.11326861,55.01618123,Cluster 2,66.40776699,55.47692896,46.875,64.16666667,48.4,2.59,0.037,41,24,5379,9.07
Haripur,KP,2013,0.5768,0.4232,0.73370319,0.675954592,655,0.145510836,141,0.784615385,969,0.178534572,173,0.215384615,266,1235,692228,1725,70.35175879,51.25628141,61.80904523,71.65829146,53.26633166,Cluster 2,61.66834171,77.56419227,60.575,94.16666667,63.2,2.59,0.037,41,24,5379,9.07
Karak,KP,2013,0.6137,0.3863,0.629460649,0.871299871,677,0.051480051,40,0.814465409,777,0.077220077,60,0.185534591,177,954,430796,3372,77.04485488,38.65435356,45.11873351,66.75461741,41.82058048,Cluster 1,53.87862797,69.95149337,51.775,75,64.4,2.59,0.037,41,24,5379,9.07
Kohat,KP,2013,0.8382,0.1618,0.193032689,0.897590361,596,0.018072289,12,0.788598575,664,0.084337349,56,0.211401425,178,842,562644,2545,99.37597504,48.36193448,89.07956318,97.6599064,70.98283931,Cluster 2,81.09204368,56.00013524,30.15,71.66666667,56,2.59,0.037,41,24,5379,9.07
Kohistan,KP,2013,0.8863,0.1137,0.128286133,0.508975713,482,0.204857445,194,0.892554194,947,0.286166843,271,0.107445806,114,1061,472570,7492,29.44015444,43.91891892,66.98841699,25.67567568,10.03861004,Cluster 1,35.21235521,38.00057693,26,35.83333333,28.8,2.59,0.037,41,24,5379,9.07
Lakki Marwat,KP,2013,0.9385,0.0615,0.065530101,0.667377399,626,0.078891258,74,0.83600713,938,0.253731343,238,0.16399287,184,1122,490025,3164,73.50705755,18.13246471,63.19218241,74.37567861,71.22692725,Cluster 2,60.08686211,49.61247259,34.7,60,47.6,2.59,0.037,41,24,5379,9.07
Lower Dir,KP,2013,0.6733,0.3267,0.485222041,0.704527403,887,0.107227959,135,0.807051282,1259,0.188244639,237,0.192948718,301,1560,717649,1582,73.33867094,41.63330665,50.92073659,76.14091273,61.88951161,Cluster 2,60.7846277,64.22824364,29.475,79.16666667,65.6,2.59,0.037,41,24,5379,9.07
Malakand,KP,2013,0.6065,0.3935,0.648804617,0.852575488,480,0.053285968,30,0.79858156,563,0.094138544,53,0.20141844,142,705,452291,952,83.51449275,45.28985507,73.36956522,81.88405797,80.43478261,Cluster 2,72.89855073,72.84851322,47.875,84.16666667,70,2.59,0.037,41,24,5379,9.07
Mansehra,KP,2013,0.6239,0.3761,0.602820965,0.414959016,810,0.331454918,647,0.847222222,1952,0.253586066,495,0.152777778,352,2304,1152839,4579,42.4644984,67.56756757,42.64773248,50.66422355,18.00274851,Cluster 1,44.2693541,68.22222656,50.575,87.5,47.2,2.59,0.037,41,24,5379,9.07
Mardan,KP,2013,0.6527,0.3473,0.532097441,0.878766643,1254,0.040644709,58,0.79454343,1427,0.080588648,115,0.20545657,369,1796,1460100,1632,98.26807229,38.25301205,88.02710843,91.11445783,69.12650602,Cluster 2,76.95783133,71.28779135,63.525,72.5,64.4,2.59,0.037,41,24,5379,9.07
Nowshera,KP,2013,0.7167,0.2833,0.39528394,0.866059818,666,0.035110533,27,0.787909836,769,0.098829649,76,0.212090164,207,976,874373,1748,95.88859416,50.79575597,77.5862069,92.5729443,69.8938992,Cluster 2,77.34748011,65.04774533,39.225,85.83333333,56.8,2.59,0.037,41,24,5379,9.07
Peshawar,KP,2013,0.7925,0.2075,0.261829653,0.881132075,934,0.028301887,30,0.76534296,1060,0.090566038,96,0.23465704,325,1385,2019118,1257,95.84513692,70.06610009,82.34183192,94.0509915,62.6062323,Cluster 2,80.98205855,61.55070267,46.0875,74.16666667,55.2,2.59,0.037,41,24,5379,9.07
Shangla,KP,2013,0.9684,0.0316,0.032631144,0.630182421,380,0.109452736,66,0.834024896,603,0.260364842,157,0.165975104,120,723,434563,1586,32.54113346,33.45521024,17.18464351,37.84277879,3.65630713,Cluster 1,24.93601463,48.27914164,51.125,50.83333333,38,2.59,0.037,41,24,5379,9.07
Swabi,KP,2013,0.6578,0.3422,0.520218912,0.812080537,847,0.064237776,67,0.793759513,1043,0.123681687,129,0.206240487,271,1314,1026804,1543,91.796875,50.9765625,88.671875,92.1875,82.03125,Cluster 2,81.1328125,67.59364396,52.925,80.83333333,52.4,2.59,0.037,41,24,5379,9.07
Swat,KP,2013,0.7015,0.2985,0.42551675,0.643013899,879,0.111923921,153,0.837622549,1367,0.24506218,335,0.162377451,265,1632,1257602,5337,51.31683959,40.30327215,47.00718276,62.88906624,39.50518755,Cluster 1,48.20430966,71.59966855,47.05,77.5,82,2.59,0.037,41,24,5379,9.07
Tank,KP,2013,0.8055,0.1945,0.241464929,0.805157593,281,0.031518625,11,0.813519814,349,0.163323782,57,0.186480186,80,429,238216,1679,89.36781609,24.13793103,67.81609195,89.36781609,69.82758621,Cluster 2,68.10344828,50.27806909,47.925,53.33333333,30.4,2.59,0.037,41,24,5379,9.07
Tor Ghar,KP,2013,0,0,0,0.616504854,127,0.111650485,23,0.872881356,206,0.27184466,56,0.127118644,30,236,185000,497,,,,,,Cluster 1,,26.45416667,62.23333333,43.58333333,,2.59,0.037,41,24,5379,9.07
Upper Dir,KP,2013,0.73,0.27,0.369863014,0.690210657,557,0.118959108,96,0.840625,807,0.190830235,154,0.159375,153,960,575858,3699,64.24010217,26.18135377,42.9118774,75.98978289,22.98850575,Cluster 1,46.46232439,72.81369078,43.725,83.33333333,87.2,2.59,0.037,41,24,5379,9.07
Attock,Punjab,2013,0.7106,0.2894,0.407261469,0.835680751,712,0.042253521,36,0.662004662,852,0.122065728,104,0.337995338,435,1287,1274935,6858,89.7382199,64.81675393,83.2460733,85.13089005,70.68062827,Cluster 2,78.72251309,74.7273227,57.2,99.16666667,63.6,2.59,0.037,41,24,5379,9.07
Bahawalnagar,Punjab,2013,0.665,0.335,0.503759398,0.713119216,1310,0.097441481,179,0.76446109,1837,0.189439303,348,0.23553891,566,2403,2061447,8878,70.10947168,60.73298429,78.0104712,69.58591147,42.12279867,Cluster 2,64.11232746,67.57910715,64.65,74.16666667,48,2.59,0.037,41,24,5379,9.07
